msp_name_corrected	itol	ref_MSP	msp_id	catalogue	size	completeness	cultured	oxygen	opp_path	MSP_class	gtdb_r220_classification	superkingdom	phylum	class	order	family	genus	species	msp
msp_0225_hs	y	gut	msp_0225	gut	3627	100	TRUE	0	NA	gss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes communis	msp_0225
msp_0226_hs	y	gut	msp_0226	gut	3410	100	FALSE	NA	NA	gut	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella excrementigallinarum	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	Mailhella excrementigallinarum	msp_0226
msp_0227_hs	y	gut	msp_0227	gut	3927	100	TRUE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira hominis	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira hominis	msp_0227
msp_0228_hs	y	gut	msp_0228	gut & oral	3449	100	TRUE	1	1	gut	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus mirabilis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Proteus	Proteus mirabilis	msp_0228
msp_0229_hs	y	gut	msp_0229	gut	3007	100	TRUE	0	NA	gss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002265625	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002265625	msp_0229
msp_0230_hs	y	gut	msp_0230	gut	3531	100	TRUE	0	NA	gss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	Tidjanibacter inops	msp_0230
msp_0231_hs	y	gut	msp_0231	gut	3312	73.54	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Eubacterium_P;s__Eubacterium_P hominis	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Eubacterium_P	Eubacterium_P hominis	msp_0231
msp_0232_hs	y	gut	msp_0232	gut	4123	100	FALSE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_D;s__Dorea_D sp000433535	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_D	Dorea_D sp000433535	msp_0232
msp_0233_hs	y	gut	msp_0233	gut	2895	82.33	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp900540335	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Brotaphodocola	Brotaphodocola sp900540335	msp_0233
msp_0234_hs	y	gut	msp_0234	gut	3822	100	FALSE	NA	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA1685;s__UBA1685 sp002320595	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellales CAG-138	Christensenellales CAG-138 UBA1685	Christensenellales CAG-138 UBA1685 sp002320595	msp_0234
msp_0235_hs	y	gut	msp_0235	gut	3282	89.53	TRUE	0	NA	gut	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides laotingensis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides laotingensis	msp_0235
msp_0236_hs	y	gut	msp_0236	gut	3960	100	TRUE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_G	Eubacterium_G ventriosum	msp_0236
msp_0237_hs	y	gut	msp_0237	gut	3301	100	TRUE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_D;s__Roseburia_D yibonii	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia_D	Roseburia_D yibonii	msp_0237
msp_0238_hs	y	gut	msp_0238	gut	3446	100	FALSE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900539115	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp900539115	msp_0238
msp_0239_hs	y	gut	msp_0239	gut	3120	100	TRUE	0	NA	gss	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Mesosutterella;s__Mesosutterella multiformis	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Mesosutterella	Mesosutterella multiformis	msp_0239
msp_0240_hs	y	gut	msp_0240	gut	3052	91.13	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900552725	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp900552725	msp_0240
msp_0241_hs	y	gut	msp_0241	gut & oral	3204	28.78	TRUE	1	1	gss	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella variicola	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola	msp_0241
msp_0242_hs	y	gut	msp_0242	gut	3210	100	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum lactatifermentans	msp_0242
msp_0243_hs	y	gut	msp_0243	gut	3746	100	FALSE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp000436755	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyribacter	Butyribacter sp000436755	msp_0243
msp_0244_hs	y	gut	msp_0244	gut	3258	77.54	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A acetigignens	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A acetigignens	msp_0244
msp_0245_hs	y	gut	msp_0245	gut	3309	100	TRUE	0	NA	gss	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera massiliensis	msp_0245
msp_0246_hs	y	gut	msp_0246	gut	3408	100	TRUE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas phoceensis	msp_0246
msp_0247_hs	y	gut	msp_0247	gut	3549	100	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Jutongia;s__Jutongia huaianensis	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Jutongia	Jutongia huaianensis	msp_0247
msp_0248_hs	y	gut	msp_0248	gut	3326	43.96	FALSE	NA	NA	gut	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA1829;s__UBA1829 sp900760615	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallales UBA1829	Victivallales UBA1829	Victivallales UBA1829 sp900760615	msp_0248
msp_0249_hs	y	gut	msp_0249	gut	3324	100	FALSE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS856;s__UMGS856 sp900546265	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae UMGS856	Acutalibacteraceae UMGS856 sp900546265	msp_0249
msp_0250_hs	y	gut	msp_0250	gut	3871	100	TRUE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter lactaris	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter lactaris	msp_0250
msp_0251_hs	y	gut	msp_0251	gut	4539	78.34	TRUE	0	NA	gss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546535	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900546535	msp_0251
msp_0252_hs	y	gut	msp_0252	gut	3251	100	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp900539195	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E sp900539195	msp_0252
msp_0253_hs	y	gut	msp_0253	gut	2911	67.95	FALSE	0	NA	gut	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila faecipullorum	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila faecipullorum	msp_0253
msp_0254_hs	y	gut	msp_0254	gut	4057	100	FALSE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp900538475	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Brotaphodocola	Brotaphodocola sp900538475	msp_0254
msp_0255_hs	y	gut	msp_0255	gut	3076	89.53	FALSE	0	NA	gut	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis sp900768515	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis sp900768515	msp_0255
msp_0256_hs	y	gut	msp_0256	gut	3240	100	TRUE	0	NA	gut	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola_A;s__Phocaeicola_A sp900291465	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola_A	Phocaeicola_A sp900291465	msp_0256
msp_0257_hs	y	gut	msp_0257	gut	3045	100	FALSE	0	NA	gut	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900543975	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900543975	msp_0257
msp_0258_hs	y	gut	msp_0258	gut	3494	100	TRUE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum faecicola	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum faecicola	msp_0258
msp_0259_hs	y	gut	msp_0259	gut	3721	100	TRUE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus comes	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	Bariatricus comes	msp_0259
msp_0260_hs	y	gut	msp_0260	gut	3719	100	TRUE	0	NA	gut	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella lascolaii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella lascolaii	msp_0260
msp_0261_hs	y	gut	msp_0261	gut	2818	100	FALSE	NA	NA	gut	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000435075	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales UBA932	Cryptobacteroides	Cryptobacteroides sp000435075	msp_0261
msp_0262_hs	y	gut	msp_0262	gut	3800	100	TRUE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C callidus	msp_0262
msp_0263_hs	y	gut	msp_0263	gut	3260	100	TRUE	0	NA	gss	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	msp_0263
msp_0264_hs	y	gut	msp_0264	gut	3295	75.94	TRUE	0	NA	gut	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides massiliensis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides massiliensis	msp_0264
msp_0265_hs	y	gut	msp_0265	gut	3410	68.75	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_F	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_F	msp_0265
msp_0266_hs	y	gut	msp_0266	gut	3408	100	TRUE	0	1	ND	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A ulcerans	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	Fusobacterium_A ulcerans	msp_0266
msp_0267_hs	y	gut	msp_0267	gut	3115	66.35	FALSE	0	NA	gss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp902491285	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp902491285	msp_0267
msp_0268_hs	y	gut	msp_0268	gut	3414	87.93	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia argi	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia argi	msp_0268
msp_0269_hs	y	gut	msp_0269	gut	3578	100	FALSE	NA	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900540635	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp900540635	msp_0269
msp_0270_hs	y	gut	msp_0270	gut	3474	100	FALSE	NA	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000435995	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp000435995	msp_0270
msp_0271_hs	y	gut	msp_0271	gut	3602	100	FALSE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Fimenecus	Fimenecus sp000432435	msp_0271
msp_0272_hs	y	gut	msp_0272	gut	3260	90.33	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp. bacterium	msp_0272
msp_0273_hs	y	gut	msp_0273	gut	3415	100	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__CAG-510 sp000434615	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae CAG-510	Lachnospiraceae CAG-510 sp000434615	msp_0273
msp_0274_hs	y	gut	msp_0274	gut	3006	100	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas intestinalis	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis	msp_0274
msp_0275_hs	y	gut	msp_0275	gut	4731	100	TRUE	0	NA	gss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella stercorea	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella stercorea	msp_0275
msp_0276_hs	y	gut	msp_0276	gut	3107	87.93	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor avistercoris	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor avistercoris	msp_0276
msp_0277_hs	y	gut	msp_0277	gut	3633	100	FALSE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp000436835	msp_0277
msp_0278_hs	y	gut	msp_0278	gut	3414	66.35	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ sp000165065	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Clostridium_AQ	Clostridium_AQ sp000165065	msp_0278
msp_0279_hs	y	gut	msp_0279	gut	2798	86.33	TRUE	0	1	gut	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus porcorum	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	Cloacibacillus porcorum	msp_0279
msp_0280_hs	y	gut	msp_0280	gut	3769	100	TRUE	0	NA	gss	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_A	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella wadsworthensis_A	msp_0280
msp_0281_hs	y	gut	msp_0281	gut	5107	100	TRUE	0	NA	gss	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium faecis	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Coprobacillaceae	Catenibacterium	Catenibacterium faecis	msp_0281
msp_0282_hs	y	gut	msp_0282	gut	2978	100	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437175	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C sp000437175	msp_0282
msp_0285_hs	y	gut	msp_0285	gut	3375	100	FALSE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae CAG-217	Acutalibacteraceae CAG-217 sp000436335	msp_0285
msp_0286_hs	y	gut	msp_0286	gut	3434	100	TRUE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__Porcipelethomonas ammoniilytica	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Porcipelethomonas	Porcipelethomonas ammoniilytica	msp_0286
msp_0287_hs	y	gut	msp_0287	gut	3235	100	TRUE	0	NA	gss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A ihumii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A ihumii	msp_0287
msp_0288_hs	y	gut	msp_0288	gut	3841	100	FALSE	0	NA	gss	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus intestinavium	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	Duodenibacillus intestinavium	msp_0288
msp_0289_hs	y	gut	msp_0289	gut	2770	99.12	TRUE	0	1	gut	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A varium	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	Fusobacterium_A varium	msp_0289
msp_0290_hs	y	gut	msp_0290	gut	3317	100	TRUE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Pseudoruminococcus	Pseudoruminococcus massiliensis	msp_0290
msp_0291_hs	y	gut	msp_0291	gut	3475	100	TRUE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Hominenteromicrobium	Hominenteromicrobium mulieris	msp_0291
msp_0292_hs	y	gut	msp_0292	gut	3305	97.52	FALSE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Frisingicoccus;s__Frisingicoccus sp900757195	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	Frisingicoccus sp900757195	msp_0292
msp_0293_hs	y	gut	msp_0293	gut	3200	100	TRUE	0	NA	gut	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola faecicola	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola faecicola	msp_0293
msp_0294_hs	y	gut	msp_0294	gut	3512	100	FALSE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp000431815	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio_A	Butyrivibrio_A sp000431815	msp_0294
msp_0295_hs	y	oral	msp_0295	gut & oral	1711	67.95	TRUE	0	NA	gss	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio fairfieldensis	msp_0295
msp_0296_hs	y	gut	msp_0296	gut	3079	100	FALSE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774;s__UBA11774 sp003507655	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UBA11774	Lachnospiraceae UBA11774 sp003507655	msp_0296
msp_0297_hs	y	gut	msp_0297	gut	2883	92.73	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus massiliensis	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	Anaerotruncus massiliensis	msp_0297
msp_0298_hs	y	gut	msp_0298	gut	3050	100	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__SFMI01;s__SFMI01 sp004556155	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeellaceae SFMI01	Aristaeellaceae SFMI01 sp004556155	msp_0298
msp_0299_hs	y	gut	msp_0299	gut	3350	93.53	TRUE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_I	Eubacterium_I ramulus	msp_0299
msp_0300_hs	y	gut	msp_0300	gut	4047	100	FALSE	0	NA	gss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900539625	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp900539625	msp_0300
msp_0301_hs	y	gut	msp_0301	gut	3093	83.93	TRUE	0	NA	gss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium duncaniae	msp_0301
